"ID,""GEO"",""SECTOR"",""EMPLOYEES"",""INCOME"",""MARKETING_SPENDING"",""ACC_BEFORE"",""PWC_PRESS_INDEX"",""FB_LIKES"",""TWT_FOLLOWERS"",""YEAR_FOUNDED"",""EXP_CEO"",""AREA"",""PWC_EMPLOYEES"",""CREDIT"",""FLAG"""
"4377,""  21.0600721530337  , 52.2787033345667  "",""IT"",""27"",""199899"",""4954"",""1"",""-4.52953548854032"",""504"",""114"",""2003"",""8"",""61"",""0"",""0"",""0"""
"4378,"" 21.0072638828142  , 52.2268533382891    "",""IT"",""2"",""100100"",""4980"",""0"",""4.3017433619728"",""516"",""84"",""2010"",""NA"",""22"",""3"",""3004"",""1"""
"4379,""  21.0386262959871  , 52.284213866638  "",""IT"",""30"",""199973"",""4868"",""1"",""-5.00483297554316"",""520"",""105"",""1999"",""NA"",""76"",""2"",""0"",""1"""
"4380,"" 21.1893290813481  , 52.1719632487441   "",""IT"",""7"",""74910"",""9322"",""0"",""1.45172960858453"",""929"",""202"",""2013"",""5"",""64"",""0"",""19210"",""1"""
"4381,"" 21.0230144204446  , 52.2338477147557    "",""CAFE"",""4"",""500569"",""30047"",""0"",""24.3907834597349"",""6076"",""584"",""2012"",""NA"",""51"",""1"",""85080"",""0"""
"4382,"" 21.0122120865241  , 52.2346403602371    "",""IT"",""16"",""391750"",""46050"",""1"",""3.02222728126503"",""4693"",""884"",""2006"",""NA"",""201"",""5"",""0"",""1"""
"4383,""  21.0981968186214  , 52.2759093774529  "",""RESTAURANT"",""4"",""180600"",""8037"",""0"",""-2.4419029213071"",""1599"",""159"",""2006"",""NA"",""33"",""0"",""21123"",""1"""
"4384,"" 21.1518598917443  , 52.180140836495   "",""IT"",""57"",""312810"",""10012"",""0"",""-2.41011697623444"",""970"",""213"",""1990"",""14"",""357"",""8"",""1128"",""0"""
"4385,""  21.056978301534  , 52.2856073275441  "",""IT"",""2"",""199612"",""5005"",""1"",""-3.58050127320707"",""491"",""98"",""2004"",""NA"",""76"",""0"",""0"",""0"""
"4386,"" 21.0231934482877  , 52.2310096297087    "",""RESTAURANT"",""4"",""500625"",""29914"",""0"",""20.1016978054869"",""6042"",""608"",""2013"",""1"",""54"",""0"",""60342"",""0"""
"4387,""  21.0995002416987  , 52.299653467082  "",""IT"",""31"",""200557"",""5101"",""1"",""-3.77104633387811"",""522"",""110"",""2003"",""5"",""66"",""1"",""0"",""1"""
"4388,"" 21.1349569073468  , 52.1824385717558   "",""IT"",""44"",""292550"",""9913"",""0"",""-1.46983315562085"",""997"",""217"",""2005"",""11"",""354"",""0"",""8989911"",""0"""
"4389,"" 21.1409065763149  , 52.2029507105285   "",""IT"",""49"",""221970"",""9913"",""0"",""-2.70854159247124"",""1042"",""174"",""2008"",""13"",""344"",""1"",""9797502"",""1"""
"4390,"" 21.1572535557216  , 52.2013710425398   "",""CAFE"",""3"",""149671"",""8085"",""0"",""-15.264521080182"",""1571"",""180"",""2009"",""NA"",""26"",""1"",""14920"",""0"""
"4391,"" 21.1714466268811  , 52.1964668869204   "",""PUB"",""5"",""150388"",""7996"",""0"",""-11.2899942801374"",""1584"",""154"",""2008"",""NA"",""25"",""0"",""0"",""0"""
"4392,"" 21.0254147695052  , 52.2216598665295    "",""RESTAURANT"",""2"",""149360"",""7994"",""0"",""5.16697169043626"",""1623"",""157"",""2006"",""5"",""28"",""1"",""0"",""0"""
"4393,"" 21.1474068620838  , 52.2128346668137   "",""IT"",""47"",""252210"",""9984"",""1"",""-5.02844965697626"",""989"",""195"",""2006"",""14"",""342"",""3"",""982"",""1"""
"4394,""  21.0484454371245  , 52.2962711797981  "",""PUB"",""4"",""120500"",""8068"",""0"",""-5.46102777652311"",""1658"",""159"",""2007"",""NA"",""30"",""1"",""29132"",""1"""
"4395,""  21.0792216859316  , 52.274465769555  "",""PUB"",""3"",""89300"",""8037"",""0"",""-5.35419242706335"",""1682"",""185"",""2007"",""NA"",""25"",""0"",""27138"",""1"""
"4396,"" 21.1798753298502  , 52.1734208311001   "",""CAFE"",""6"",""149064"",""8044"",""0"",""0.57931528024358"",""1554"",""142"",""2009"",""NA"",""31"",""0"",""21070"",""0"""
"4397,"" 21.0030578353149  , 52.236886352771    "",""IT"",""4"",""71800"",""1920"",""0"",""4.01252429108129"",""195"",""40"",""2013"",""4"",""17"",""2"",""-5000"",""1"""
"4398,""  21.0929219713039  , 52.2827310435101  "",""IT"",""25"",""200167"",""4896"",""0"",""-6.78375385413707"",""490"",""97"",""2008"",""NA"",""69"",""2"",""0"",""0"""
"4399,"" 21.1517218324542  , 52.1755686952779   "",""IT"",""51"",""302630"",""9930"",""1"",""-2.09012425078458"",""982"",""209"",""2005"",""13"",""364"",""1"",""892"",""0"""
"4400,"" 21.0167553586517  , 52.2277749118814    "",""RESTAURANT"",""4"",""499447"",""30028"",""0"",""2.7475339851083"",""6035"",""600"",""2013"",""NA"",""49"",""0"",""65115"",""1"""
"4401,"" 21.0185790686719  , 52.220315430332    "",""RESTAURANT"",""5"",""150774"",""8070"",""0"",""-11.1688463822698"",""1595"",""190"",""2007"",""NA"",""35"",""2"",""20129"",""0"""
"4402,"" 21.1489834684646  , 52.1759947274276   "",""IT"",""57"",""333070"",""9875"",""1"",""-3.37289833751544"",""989"",""221"",""2006"",""11"",""343"",""5"",""1147"",""1"""
"4403,"" 21.0073391234584  , 52.2238019847451    "",""CAFE"",""4"",""499988"",""30326"",""0"",""19.2826223737949"",""6035"",""551"",""2013"",""NA"",""55"",""0"",""44988"",""1"""
"4404,""  21.0369615741144  , 52.2823009491432  "",""IT"",""2"",""199957"",""4945"",""0"",""-6.38789871428739"",""485"",""112"",""2006"",""8"",""63"",""2"",""902"",""0"""
"4405,"" 21.1702345594177  , 52.2071544705471   "",""IT"",""3"",""80988"",""9517"",""0"",""1.14862567861303"",""988"",""194"",""2010"",""4"",""59"",""3"",""19259"",""0"""
"4406,"" 21.1675948736789  , 52.1910127862287   "",""IT"",""7"",""88039"",""6891"",""0"",""1.62366762602723"",""683"",""139"",""2013"",""4"",""66"",""1"",""20600"",""1"""
"4407,"" 21.0075701736126  , 52.2233963121194    "",""IT"",""21"",""503500"",""48140"",""0"",""3.19764737823113"",""4885"",""852"",""2005"",""6"",""215"",""5"",""60034"",""1"""
"4408,""  21.0794689184427  , 52.2798454743461  "",""PUB"",""2"",""189600"",""7914"",""0"",""-4.29565195628386"",""1633"",""152"",""2007"",""NA"",""30"",""0"",""0"",""0"""
"4409,"" 21.1719152874947  , 52.1904950490617   "",""IT"",""51"",""312820"",""10016"",""1"",""-1.47110549429871"",""1008"",""188"",""2010"",""14"",""347"",""1"",""1081"",""1"""
"4410,"" 21.1952437119531  , 52.1748988928553   "",""RESTAURANT"",""2"",""149801"",""8132"",""0"",""-0.14218686316145"",""1623"",""169"",""2009"",""7"",""30"",""1"",""17010"",""0"""
"4411,"" 21.0223933252338  , 52.2294955085963    "",""CAFE"",""1"",""150161"",""8151"",""0"",""16.4768656193275"",""1636"",""166"",""2010"",""NA"",""22"",""1"",""0"",""1"""
"4412,"" 21.0055563560782  , 52.2309936312679    "",""CAFE"",""4"",""150210"",""7952"",""0"",""-2.37866413743901"",""1519"",""156"",""2010"",""NA"",""28"",""1"",""19966"",""1"""
"4413,"" 21.0078470935679  , 52.230433629239    "",""RESTAURANT"",""6"",""500183"",""30026"",""0"",""2.20090836725717"",""6207"",""609"",""2012"",""NA"",""50"",""0"",""40178"",""1"""
"4414,"" 21.1565457670046  , 52.2024297480285   "",""RESTAURANT"",""2"",""149447"",""7898"",""1"",""3.49259197969385"",""1589"",""153"",""2006"",""4"",""32"",""1"",""16980"",""0"""
"4415,"" 21.1490616791453  , 52.1970679258509   "",""PUB"",""1"",""150743"",""8003"",""0"",""-2.77459631961583"",""1570"",""170"",""2008"",""NA"",""29"",""0"",""7890"",""0"""
"4416,""  21.0884199959273  , 52.2900520949834  "",""IT"",""30"",""200097"",""4900"",""0"",""-4.51909799709228"",""526"",""111"",""2005"",""4"",""69"",""0"",""0"",""1"""
"4417,"" 21.1448785313964  , 52.2053871672065   "",""RESTAURANT"",""4"",""150162"",""8026"",""0"",""6.18718113958719"",""1589"",""157"",""2011"",""NA"",""34"",""2"",""0"",""0"""
"4418,""  21.0852926148078  , 52.2939157523261  "",""IT"",""37"",""199881"",""4975"",""0"",""-4.72305742651656"",""496"",""95"",""2001"",""NA"",""74"",""1"",""0"",""0"""
"4419,"" 21.1740414016899  , 52.2090432118322   "",""IT"",""51"",""342990"",""10030"",""0"",""-2.7548465069483"",""1079"",""189"",""2009"",""NA"",""355"",""2"",""1007"",""1"""
"4420,"" 21.0252824025583  , 52.2396197868278    "",""IT"",""23"",""4e+05"",""25970"",""0"",""1.273841662526"",""2549"",""519"",""2011"",""9"",""181"",""4"",""61004"",""1"""
"4421,"" 21.0179100207284  , 52.2378154934477    "",""IT"",""5"",""111200"",""10000"",""0"",""0.564512747086524"",""969"",""190"",""2014"",""4"",""21"",""2"",""2004"",""1"""
"4422,"" 21.1652031580266  , 52.2100616046623   "",""RESTAURANT"",""3"",""150333"",""8035"",""1"",""2.19940967726431"",""1611"",""159"",""2003"",""6"",""31"",""1"",""23000"",""0"""
"4423,"" 21.0126667566518  , 52.2221916424204    "",""IT"",""25"",""360000"",""34010"",""0"",""2.95196112288982"",""3382"",""692"",""2004"",""6"",""199"",""5"",""0"",""1"""
"4424,""  21.0831820358592  , 52.28687623851  "",""CAFE"",""4"",""200300"",""7994"",""0"",""-10.2170416555135"",""1565"",""173"",""2007"",""4"",""30"",""0"",""0"",""0"""
"4425,"" 21.0262486175133  , 52.2239468050655    "",""RESTAURANT"",""4"",""500002"",""29791"",""0"",""36.5262361354606"",""5912"",""581"",""2013"",""NA"",""54"",""0"",""55073"",""0"""
"4426,""  21.0743004538119  , 52.2860596252792  "",""IT"",""28"",""200264"",""4999"",""0"",""-4.92965851753049"",""500"",""103"",""2006"",""6"",""76"",""0"",""0"",""1"""
"4427,""  21.0743798048678  , 52.2841174558434  "",""IT"",""31"",""199370"",""4933"",""0"",""-5.1147762856319"",""482"",""81"",""2003"",""4"",""81"",""1"",""0"",""0"""
"4428,"" 21.1844554855051  , 52.2133495703386   "",""IT"",""5"",""84060"",""9319"",""0"",""1.57879193202244"",""989"",""182"",""2009"",""6"",""80"",""2"",""18862"",""0"""
"4429,"" 21.1969013913218  , 52.1800438418216   "",""CAFE"",""3"",""150284"",""8177"",""1"",""-12.888261452659"",""1580"",""159"",""2007"",""NA"",""29"",""0"",""0"",""0"""
"4430,"" 21.1858663080009  , 52.1810425254214   "",""IT"",""55"",""363360"",""9945"",""0"",""-2.24808821553151"",""1034"",""202"",""2001"",""13"",""340"",""4"",""1028"",""0"""
"4431,"" 21.0255362490129  , 52.2382375566149    "",""IT"",""25"",""339500"",""60140"",""0"",""2.87114924224149"",""6126"",""1173"",""2010"",""10"",""199"",""8"",""59894"",""1"""
"4432,"" 21.0046488794803  , 52.22833257569    "",""IT"",""24"",""532250"",""42030"",""1"",""3.90751077922126"",""4269"",""853"",""2007"",""6"",""195"",""6"",""59615"",""1"""
"4433,"" 21.0220265555857  , 52.2350196261145    "",""CAFE"",""5"",""499619"",""29887"",""0"",""19.0149081844123"",""6113"",""575"",""2012"",""5"",""45"",""1"",""30221"",""0"""
"4434,""  21.0491223590169  , 52.2728828824009  "",""IT"",""28"",""200610"",""5003"",""1"",""-5.16218800797664"",""508"",""114"",""1993"",""NA"",""73"",""1"",""812"",""1"""
"4435,"" 21.1682518072072  , 52.2192381611024   "",""IT"",""46"",""302780"",""10337"",""0"",""-3.59244113460387"",""1026"",""194"",""2008"",""NA"",""360"",""3"",""1197"",""1"""
"4436,""  21.031713622876  , 52.2756383435288  "",""CAFE"",""5"",""159800"",""7966"",""0"",""-18.6005600432217"",""1537"",""151"",""2005"",""NA"",""29"",""1"",""21133"",""0"""
"4437,"" 21.1435641911859  , 52.1868577386998   "",""CAFE"",""5"",""149723"",""7948"",""0"",""-22.701794098969"",""1586"",""157"",""2005"",""3"",""30"",""0"",""15980"",""0"""
"4438,""  21.0806368972524  , 52.2843376953853  "",""IT"",""2"",""200329"",""4997"",""0"",""-6.11638254479432"",""510"",""95"",""2000"",""9"",""72"",""0"",""0"",""1"""
"4439,"" 21.1333042836543  , 52.1723215839057   "",""IT"",""57"",""322880"",""10005"",""1"",""-2.34428022686181"",""955"",""170"",""2004"",""20"",""348"",""5"",""9191566"",""0"""
"4440,""  21.0375788370869  , 52.2709711602633  "",""IT"",""31"",""200068"",""4893"",""1"",""-5.3908565020466"",""511"",""96"",""2004"",""6"",""64"",""0"",""1103"",""1"""
"4441,""  21.0501558621414  , 52.294914907217  "",""IT"",""33"",""200145"",""4965"",""0"",""-5.06303847548638"",""517"",""113"",""2000"",""NA"",""74"",""2"",""1108"",""1"""
"4442,"" 21.0053250798979  , 52.2251336557651    "",""IT"",""17"",""647000"",""27980"",""1"",""2.57571423635146"",""2797"",""523"",""2006"",""6"",""209"",""3"",""60605"",""0"""
"4443,"" 21.0170453845935  , 52.2385217937455    "",""RESTAURANT"",""5"",""149480"",""8124"",""0"",""2.51562630172846"",""1661"",""166"",""2008"",""NA"",""29"",""2"",""0"",""0"""
"4444,""  21.0867235680344  , 52.2743891805224  "",""IT"",""31"",""199557"",""4871"",""1"",""-4.21376011147196"",""495"",""95"",""2003"",""10"",""67"",""0"",""0"",""0"""
"4445,""  21.0336199008767  , 52.2806961582252  "",""IT"",""27"",""199750"",""5132"",""0"",""-3.30109957171623"",""518"",""102"",""2000"",""NA"",""63"",""1"",""1092"",""0"""
"4446,"" 21.0078304597975  , 52.2322047492815    "",""CAFE"",""5"",""500496"",""29960"",""0"",""11.0996933717538"",""6092"",""590"",""2011"",""NA"",""49"",""1"",""30052"",""1"""
"4447,"" 21.018139730019  , 52.2243552929629    "",""IT"",""24"",""438750"",""31980"",""1"",""2.53408559345515"",""3118"",""629"",""2007"",""5"",""191"",""4"",""61853"",""1"""
"4448,"" 21.1520347689372  , 52.1803838401381   "",""IT"",""3"",""85056"",""8511"",""0"",""0.991762949507764"",""877"",""173"",""2012"",""4"",""62"",""0"",""20982"",""1"""
"4449,""  21.0464682111633  , 52.2912327999761  "",""IT"",""2"",""200298"",""4989"",""0"",""-6.50280654882439"",""473"",""99"",""2002"",""5"",""80"",""0"",""0"",""1"""
"4450,""  21.0476976956846  , 52.2902631286113  "",""IT"",""26"",""200844"",""4991"",""1"",""-6.31603554744537"",""484"",""93"",""2003"",""5"",""70"",""2"",""0"",""0"""
"4451,"" 21.0130558057686  , 52.2371090307087    "",""PUB"",""4"",""500403"",""29903"",""0"",""18.5572449619282"",""6046"",""572"",""2012"",""4"",""57"",""1"",""55228"",""1"""
"4452,"" 21.0223179282045  , 52.2373335149931    "",""CAFE"",""4"",""499977"",""30041"",""0"",""6.28670604959881"",""6140"",""656"",""2011"",""NA"",""49"",""0"",""30093"",""0"""
"4453,""  21.0459008861473  , 52.2971615871578  "",""RESTAURANT"",""3"",""200200"",""7964"",""0"",""-17.1891827412241"",""1618"",""132"",""2007"",""NA"",""31"",""1"",""0"",""1"""
"4454,""  21.0531697940407  , 52.2995952475141  "",""CAFE"",""4"",""149500"",""8042"",""0"",""-5.23369543171543"",""1569"",""134"",""2007"",""NA"",""28"",""0"",""0"",""1"""
"4455,"" 21.0201338746611  , 52.2254476976628    "",""IT"",""5"",""74900"",""6970"",""0"",""2.17640081383012"",""676"",""122"",""2014"",""4"",""15"",""2"",""0"",""1"""
"4456,""  21.0449486507243  , 52.2998654008144  "",""IT"",""32"",""200309"",""5082"",""1"",""-6.33429363529578"",""504"",""96"",""2008"",""7"",""66"",""3"",""1012"",""1"""
"4457,""  21.0361497580167  , 52.2962007502839  "",""IT"",""3"",""199550"",""4993"",""0"",""-5.75837763738043"",""495"",""88"",""2001"",""NA"",""64"",""1"",""594"",""0"""
"4458,"" 21.0059115374272  , 52.2366808649292    "",""RESTAURANT"",""2"",""149322"",""7934"",""0"",""-4.05977239858135"",""1624"",""158"",""2008"",""4"",""31"",""1"",""20080"",""1"""
"4459,""  21.0914626363898  , 52.2949069062923  "",""IT"",""2"",""200430"",""5038"",""1"",""-4.13497499744307"",""514"",""108"",""2001"",""NA"",""69"",""1"",""897"",""0"""
"4460,"" 21.1911703083953  , 52.2020294004981   "",""RESTAURANT"",""1"",""150023"",""7891"",""0"",""-10.8795070131366"",""1572"",""171"",""2009"",""NA"",""28"",""1"",""13880"",""0"""
"4461,"" 21.0238350548989  , 52.23625256781    "",""CAFE"",""7"",""500264"",""30032"",""0"",""7.75652572610713"",""6062"",""636"",""2012"",""NA"",""54"",""1"",""80224"",""1"""
"4462,"" 21.0034571415025  , 52.2399690215476    "",""IT"",""25"",""390750"",""28020"",""0"",""4.67006888937693"",""2781"",""571"",""2007"",""5"",""204"",""4"",""0"",""1"""
"4463,"" 21.0036728982164  , 52.2253094945336    "",""RESTAURANT"",""5"",""499805"",""29824"",""0"",""12.7317703153412"",""5871"",""555"",""2012"",""NA"",""51"",""1"",""64993"",""0"""
"4464,"" 21.1372071717577  , 52.1994524635654   "",""IT"",""53"",""252140"",""9807"",""1"",""-1.30906876185815"",""994"",""223"",""2002"",""12"",""348"",""4"",""8787421"",""1"""
"4465,"" 21.0143930290495  , 52.2323583581112    "",""PUB"",""6"",""499703"",""30175"",""1"",""2.13810613723508"",""5986"",""645"",""2011"",""NA"",""57"",""1"",""60083"",""1"""
"4466,""  21.0758714963426  , 52.2956304170168  "",""RESTAURANT"",""3"",""170300"",""8039"",""0"",""3.72697806336928"",""1565"",""172"",""2006"",""NA"",""30"",""0"",""0"",""1"""
"4467,"" 21.0247266817789  , 52.2326859257324    "",""PUB"",""3"",""149957"",""8001"",""0"",""-4.95559314160826"",""1649"",""159"",""2011"",""4"",""28"",""1"",""0"",""1"""
"4468,""  21.0432193571492  , 52.2888743733405  "",""IT"",""3"",""200630"",""5071"",""1"",""-4.71969168232014"",""482"",""97"",""2007"",""6"",""78"",""0"",""1503"",""0"""
"4469,""  21.0351531594014  , 52.2908407034795  "",""IT"",""34"",""200789"",""4985"",""1"",""-5.81745123707807"",""479"",""98"",""1997"",""7"",""71"",""2"",""1299"",""1"""
"4470,""  21.0502984009264  , 52.2842029782245  "",""IT"",""33"",""199929"",""5038"",""1"",""-5.24621828769459"",""498"",""121"",""2003"",""12"",""62"",""2"",""396"",""0"""
"4471,"" 21.0227487905351  , 52.236358810612    "",""RESTAURANT"",""6"",""501600"",""29812"",""0"",""1.46911913780791"",""5902"",""583"",""2013"",""7"",""45"",""0"",""30128"",""1"""
"4472,"" 21.1337599913487  , 52.1878019595449   "",""IT"",""47"",""413750"",""10010"",""0"",""-0.935816667389591"",""964"",""190"",""2007"",""NA"",""364"",""3"",""851"",""1"""
"4473,""  21.091441323664  , 52.286262486307  "",""IT"",""3"",""200075"",""5139"",""0"",""-4.62887892386169"",""555"",""118"",""1997"",""NA"",""70"",""4"",""1100"",""1"""
"4474,"" 21.0011336769226  , 52.2310430029873    "",""IT"",""17"",""387750"",""35920"",""1"",""3.37286746107804"",""3664"",""724"",""2007"",""9"",""205"",""6"",""61131"",""1"""
"4475,"" 21.0051460216232  , 52.2273988974514    "",""IT"",""16"",""357000"",""27940"",""1"",""2.91758332251603"",""2862"",""559"",""2006"",""NA"",""203"",""11"",""0"",""1"""
"4476,""  21.0591322522098  , 52.2892233699095  "",""IT"",""33"",""200549"",""4925"",""1"",""-4.96915620191443"",""506"",""85"",""2005"",""4"",""67"",""0"",""1005"",""1"""
"4477,"" 21.1631955697155  , 52.1880986684049   "",""RESTAURANT"",""1"",""149690"",""8006"",""0"",""8.67998060185212"",""1597"",""150"",""2010"",""5"",""27"",""0"",""0"",""0"""
"4478,"" 21.019951348885  , 52.2246994836116    "",""IT"",""21"",""317000"",""42010"",""0"",""3.40370003748616"",""4240"",""811"",""2007"",""NA"",""205"",""6"",""59661"",""1"""
"4479,"" 21.0277238236559  , 52.2344707780937    "",""IT"",""21"",""457250"",""23880"",""1"",""1.59245079804815"",""2357"",""493"",""2010"",""7"",""187"",""2"",""59182"",""1"""
"4480,"" 21.023978140557  , 52.2282707319642    "",""CAFE"",""4"",""149865"",""7960"",""0"",""-11.2582513714578"",""1610"",""169"",""2009"",""8"",""27"",""0"",""0"",""0"""
"4481,"" 21.0183058095572  , 52.2271855420945    "",""RESTAURANT"",""4"",""149677"",""8061"",""0"",""-19.840264133726"",""1599"",""163"",""2008"",""NA"",""32"",""2"",""0"",""0"""
"4482,"" 21.1750974847684  , 52.2023465504916   "",""IT"",""52"",""353210"",""10084"",""1"",""-3.26975127560441"",""958"",""186"",""2005"",""14"",""347"",""2"",""9394083"",""1"""
"4483,"" 21.0245127704851  , 52.2215064401086    "",""PUB"",""5"",""499833"",""29913"",""0"",""21.879586650433"",""6040"",""629"",""2013"",""NA"",""47"",""0"",""45029"",""1"""
"4484,""  21.0471904365043  , 52.2822560526454  "",""IT"",""29"",""200936"",""4965"",""1"",""-5.50052529562064"",""497"",""107"",""2006"",""8"",""67"",""0"",""1011"",""0"""
"4485,"" 21.1839946551314  , 52.2092054410768   "",""IT"",""5"",""81966"",""9026"",""0"",""2.81508767706019"",""961"",""181"",""2011"",""NA"",""80"",""2"",""19185"",""1"""
"4486,""  21.0791519367648  , 52.2748809780111  "",""IT"",""4"",""199755"",""5038"",""1"",""-3.83945945699125"",""470"",""91"",""2000"",""6"",""65"",""0"",""798"",""0"""
"4487,"" 21.0125120091035  , 52.2352184552746    "",""CAFE"",""5"",""500309"",""29785"",""0"",""13.4207601382742"",""5952"",""577"",""2012"",""1"",""46"",""1"",""55250"",""1"""
"4488,"" 21.0277505059117  , 52.2289917747444    "",""IT"",""20"",""383500"",""46070"",""1"",""0.804625989141563"",""4540"",""907"",""2008"",""4"",""196"",""2"",""60330"",""1"""
"4489,""  21.0336716266256  , 52.2980048743566  "",""IT"",""29"",""201359"",""5046"",""1"",""-5.13100333404463"",""528"",""98"",""2005"",""NA"",""63"",""1"",""611"",""0"""
"4490,""  21.0766740998323  , 52.291781479693  "",""CAFE"",""2"",""149800"",""7988"",""0"",""-4.7590625621506"",""1548"",""162"",""2004"",""3"",""31"",""1"",""0"",""0"""
"4491,"" 21.0259549573273  , 52.2307720242953    "",""IT"",""6"",""97100"",""5930"",""0"",""0.770190676162043"",""592"",""113"",""2011"",""5"",""24"",""2"",""0"",""1"""
"4492,"" 21.1667906975132  , 52.2067802059627   "",""IT"",""48"",""272500"",""10089"",""1"",""-2.77262530468372"",""1005"",""222"",""2006"",""12"",""334"",""3"",""1175"",""0"""
"4493,"" 21.163989378375  , 52.2035394974449   "",""IT"",""51"",""393600"",""10109"",""1"",""-1.92246749687129"",""1021"",""200"",""1997"",""14"",""349"",""2"",""1230"",""0"""
"4494,""  21.0839840713749  , 52.2758590932912  "",""RESTAURANT"",""3"",""129700"",""7899"",""0"",""-0.562056673074439"",""1527"",""177"",""2007"",""NA"",""28"",""1"",""15074"",""1"""
"4495,"" 21.0060138159124  , 52.2286603963422    "",""IT"",""20"",""259500"",""56060"",""1"",""2.41982605315911"",""5606"",""1093"",""2009"",""5"",""178"",""3"",""60672"",""1"""
"4496,"" 21.0202216172768  , 52.2272418124042    "",""CAFE"",""4"",""499848"",""29941"",""0"",""2.31918265094858"",""6033"",""638"",""2011"",""NA"",""43"",""0"",""45055"",""0"""
"4497,""  21.0972230525175  , 52.2856708188821  "",""CAFE"",""3"",""130100"",""7947"",""0"",""-22.010578134406"",""1588"",""165"",""2007"",""4"",""35"",""0"",""21038"",""1"""
"4498,""  21.0886371384608  , 52.2851472952613  "",""IT"",""4"",""199839"",""4952"",""1"",""-4.60254408259313"",""470"",""111"",""1992"",""NA"",""73"",""1"",""0"",""0"""
"4499,""  21.0331326262862  , 52.276643069745  "",""IT"",""2"",""200241"",""5061"",""0"",""-5.78097238148486"",""534"",""103"",""2005"",""NA"",""66"",""1"",""901"",""1"""
"4500,""  21.072388583608  , 52.2798660771549  "",""IT"",""2"",""199188"",""5063"",""1"",""-4.40922727883031"",""463"",""105"",""2003"",""11"",""74"",""1"",""1504"",""0"""
"4501,""  21.055608014029  , 52.2909721169621  "",""IT"",""27"",""199725"",""4993"",""1"",""-4.19675731217354"",""471"",""104"",""2005"",""7"",""70"",""0"",""0"",""0"""
"4502,"" 21.1396096093738  , 52.1954783826065   "",""IT"",""55"",""322960"",""10213"",""0"",""-2.71791631164017"",""932"",""206"",""1995"",""15"",""347"",""4"",""953"",""1"""
"4503,"" 21.0089023306191  , 52.2305382904084    "",""RESTAURANT"",""5"",""499320"",""29751"",""0"",""2.72571792220068"",""5851"",""584"",""2013"",""NA"",""47"",""1"",""10082"",""1"""
"4504,""  21.0410044094105  , 52.271304462885  "",""IT"",""4"",""199859"",""5045"",""1"",""-5.50381902512999"",""571"",""101"",""2006"",""NA"",""69"",""1"",""1099"",""0"""
"4505,"" 21.0219633390745  , 52.2386138366349    "",""PUB"",""6"",""499164"",""29957"",""0"",""-4.39769386108705"",""6052"",""608"",""2012"",""3"",""56"",""0"",""60121"",""1"""
"4506,""  21.0668869126425  , 52.2778642991651  "",""PUB"",""2"",""150600"",""7960"",""0"",""1.11740219779467"",""1571"",""134"",""2010"",""NA"",""33"",""0"",""15119"",""0"""
"4507,"" 21.0288826884283  , 52.2327564311959    "",""IT"",""6"",""49600"",""2910"",""0"",""1.73733290281342"",""285"",""61"",""2011"",""7"",""24"",""4"",""1006"",""0"""
"4508,"" 21.0042664962213  , 52.2387075966829    "",""IT"",""4"",""115300"",""10060"",""0"",""1.00211071271239"",""1049"",""208"",""2012"",""4"",""24"",""2"",""1003"",""1"""
"4509,""  21.0849405236822  , 52.2767139865761  "",""IT"",""27"",""201300"",""4903"",""1"",""-6.64285709043306"",""494"",""93"",""2003"",""NA"",""75"",""0"",""713"",""0"""
"4510,""  21.0719097573729  , 52.2791582821705  "",""IT"",""28"",""198867"",""4965"",""1"",""-5.93155640479722"",""502"",""95"",""2004"",""7"",""66"",""1"",""1487"",""0"""
"4511,""  21.0765855493373  , 52.2831251992239  "",""IT"",""32"",""198734"",""5180"",""0"",""-4.48737644472924"",""518"",""105"",""1998"",""7"",""64"",""0"",""895"",""1"""
"4512,""  21.0668653623713  , 52.2954235045682  "",""IT"",""33"",""200037"",""5066"",""1"",""-7.44826386198799"",""486"",""101"",""2004"",""7"",""76"",""1"",""407"",""0"""
"4513,"" 21.1697510247082  , 52.2007174439891   "",""CAFE"",""2"",""150216"",""8124"",""0"",""5.5682761445693"",""1667"",""162"",""2010"",""3"",""27"",""1"",""18920"",""0"""
"4514,""  21.0911859500338  , 52.2779648376419  "",""IT"",""28"",""199902"",""4943"",""1"",""-4.49286174204594"",""492"",""98"",""2003"",""6"",""67"",""1"",""910"",""0"""
"4515,"" 21.0269680755853  , 52.2251332844282    "",""RESTAURANT"",""2"",""149921"",""8097"",""0"",""-23.1174261323902"",""1601"",""168"",""2005"",""NA"",""33"",""1"",""0"",""0"""
"4516,"" 21.0215200244947  , 52.2249828899093    "",""IT"",""18"",""381500"",""37970"",""0"",""1.78111743679528"",""3809"",""739"",""2008"",""8"",""213"",""7"",""61031"",""1"""
"4517,"" 21.1520248576282  , 52.1962724789558   "",""IT"",""3"",""85073"",""7303"",""0"",""1.13158309940841"",""718"",""149"",""2013"",""4"",""62"",""0"",""19696"",""1"""
"4518,""  21.0744519057265  , 52.2896363909333  "",""PUB"",""2"",""150100"",""8031"",""0"",""-4.75188028303791"",""1667"",""152"",""2006"",""NA"",""29"",""0"",""9083"",""0"""
